t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.03	0.00	0.54	0.03	0.00
0.12	0.00	0.00	0.08	0.47	1.01	0.05	0.00
0.17	0.00	-0.00	0.15	-0.47	1.54	0.08	-0.00
0.22	0.00	-0.00	0.23	0.00	1.48	0.07	0.00
0.27	0.00	-0.00	0.31	0.00	1.61	0.08	0.00
0.32	0.00	-0.00	0.38	0.00	1.48	0.07	0.00
0.37	-0.00	-0.00	0.46	-0.47	1.54	0.08	-0.00
0.42	-0.00	-0.00	0.54	0.00	1.48	0.07	0.00
0.47	-0.00	0.00	0.61	0.47	1.54	0.08	0.00
0.52	-0.00	0.00	0.69	0.00	1.61	0.08	0.00
0.57	0.00	0.00	0.77	0.47	1.54	0.08	0.00
0.62	0.00	0.00	0.84	0.00	1.48	0.07	0.00
0.67	-0.00	-0.00	0.92	-0.94	1.48	0.07	-0.00
0.72	-0.00	0.00	1.00	0.47	1.54	0.08	0.00
0.77	0.00	0.00	1.07	0.47	1.54	0.08	0.00
0.82	0.00	0.00	1.15	0.00	1.61	0.08	0.00
0.87	0.00	0.00	1.24	0.00	1.61	0.08	0.00
0.92	0.00	0.00	1.31	0.47	1.54	0.08	0.00
0.97	0.00	0.00	1.39	0.00	1.48	0.07	0.00
1.02	0.00	0.00	1.46	-0.47	1.54	0.08	-0.00
1.07	0.00	0.00	1.54	0.47	1.54	0.08	0.00
1.12	0.00	0.00	1.62	0.00	1.61	0.08	0.00
1.17	-0.00	0.01	1.70	9.40	1.48	0.07	0.00
1.22	-0.00	0.02	1.77	22.09	1.54	0.08	0.01
1.27	-0.01	0.03	1.86	28.69	1.81	0.09	0.01
1.32	-0.01	0.04	1.95	31.51	1.68	0.08	0.02
1.37	-0.02	0.06	2.04	32.92	1.75	0.09	0.02
1.42	-0.03	0.07	2.12	31.99	1.61	0.08	0.02
1.47	-0.03	0.09	2.19	31.51	1.55	0.08	0.02
1.52	-0.04	0.10	2.27	30.10	1.48	0.07	0.02
1.57	-0.05	0.11	2.36	30.08	1.75	0.09	0.02
1.62	-0.07	0.12	2.43	31.99	1.48	0.07	0.02
1.67	-0.08	0.13	2.51	31.05	1.61	0.08	0.02
1.72	-0.09	0.14	2.58	31.51	1.41	0.07	0.02
1.77	-0.10	0.15	2.65	30.58	1.41	0.07	0.02
1.82	-0.12	0.15	2.73	30.08	1.48	0.07	0.02
1.87	-0.13	0.16	2.80	30.54	1.54	0.08	0.02
1.92	-0.15	0.16	2.88	30.54	1.54	0.08	0.02
1.97	-0.16	0.17	2.96	31.02	1.61	0.08	0.02
2.02	-0.18	0.17	3.04	31.02	1.61	0.08	0.02
2.07	-0.19	0.17	3.12	31.95	1.61	0.08	0.02
2.12	-0.21	0.17	-3.08	30.55	1.54	0.08	0.02
2.17	-0.22	0.17	-3.01	30.09	1.48	0.07	0.02
2.22	-0.24	0.17	-2.94	30.55	1.41	0.07	0.02
2.27	-0.25	0.16	-2.86	30.02	1.47	0.07	0.02
2.32	-0.27	0.16	-2.78	31.01	1.61	0.08	0.02
2.37	-0.28	0.15	-2.70	31.02	1.61	0.08	0.02
2.42	-0.30	0.14	-2.62	31.49	1.54	0.08	0.02
2.47	-0.31	0.14	-2.55	31.49	1.54	0.08	0.02
2.52	-0.32	0.13	-2.47	31.00	1.61	0.08	0.02
2.57	-0.33	0.12	-2.40	30.54	1.41	0.07	0.02
2.62	-0.34	0.11	-2.32	30.06	1.48	0.07	0.02
2.67	-0.35	0.09	-2.25	30.09	1.48	0.07	0.02
2.72	-0.36	0.08	-2.17	30.53	1.54	0.08	0.02
2.77	-0.37	0.07	-2.09	31.42	1.68	0.08	0.02
2.82	-0.38	0.05	-2.01	31.47	1.54	0.08	0.02
2.87	-0.38	0.04	-1.93	31.03	1.61	0.08	0.02
2.92	-0.39	0.03	-1.85	31.02	1.61	0.08	0.02
2.97	-0.39	0.01	-1.77	30.08	1.48	0.07	0.02
3.02	-0.40	-0.00	-1.70	29.61	1.54	0.08	0.01
3.07	-0.40	-0.02	-1.62	30.54	1.41	0.07	0.02
3.13	-0.40	-0.03	-1.55	31.02	1.48	0.07	0.02
3.18	-0.40	-0.05	-1.47	31.50	1.68	0.08	0.02
3.23	-0.39	-0.07	-1.39	31.49	1.54	0.08	0.02
3.28	-0.39	-0.08	-1.31	31.02	1.61	0.08	0.02
3.33	-0.39	-0.10	-1.23	31.25	1.53	0.08	0.02
3.38	-0.38	-0.11	-1.15	30.06	1.48	0.07	0.02
3.43	-0.37	-0.12	-1.08	30.08	1.48	0.07	0.02
3.48	-0.37	-0.14	-1.00	29.61	1.54	0.08	0.01
3.53	-0.36	-0.15	-0.93	31.00	1.48	0.07	0.02
3.58	-0.35	-0.16	-0.85	31.83	1.60	0.08	0.02
3.63	-0.34	-0.17	-0.77	31.02	1.61	0.08	0.02
3.68	-0.32	-0.18	-0.69	31.02	1.61	0.08	0.02
3.73	-0.31	-0.19	-0.61	30.53	1.54	0.08	0.02
3.78	-0.30	-0.20	-0.53	30.55	1.54	0.08	0.02
3.83	-0.29	-0.21	-0.46	30.53	1.41	0.07	0.02
3.88	-0.27	-0.21	-0.39	30.55	1.41	0.07	0.02
3.93	-0.26	-0.22	-0.31	30.53	1.54	0.08	0.02
3.98	-0.24	-0.22	-0.23	31.42	1.54	0.08	0.02
4.03	-0.23	-0.23	-0.15	31.00	1.61	0.08	0.02
4.08	-0.21	-0.23	-0.08	31.48	1.54	0.08	0.02
4.13	-0.20	-0.23	0.00	31.02	1.61	0.08	0.02
4.18	-0.18	-0.23	0.09	30.08	1.61	0.08	0.02
4.23	-0.17	-0.23	0.16	31.00	1.48	0.07	0.02
4.28	-0.15	-0.22	0.23	30.08	1.34	0.07	0.02
4.33	-0.14	-0.22	0.30	30.53	1.54	0.08	0.02
4.38	-0.12	-0.21	0.38	31.02	1.61	0.08	0.02
4.43	-0.11	-0.21	0.47	31.00	1.61	0.08	0.02
4.48	-0.09	-0.20	0.55	31.02	1.61	0.08	0.02
4.53	-0.08	-0.19	0.63	30.95	1.61	0.08	0.02
4.58	-0.07	-0.18	0.70	31.01	1.48	0.07	0.02
4.63	-0.06	-0.17	0.78	30.52	1.54	0.08	0.02
4.68	-0.05	-0.16	0.85	30.08	1.34	0.07	0.02
4.73	-0.04	-0.15	0.92	30.53	1.54	0.08	0.02
4.78	-0.03	-0.14	1.00	31.41	1.54	0.08	0.02
4.83	-0.02	-0.12	1.08	30.98	1.61	0.08	0.02
4.88	-0.01	-0.11	1.16	31.01	1.61	0.08	0.02
4.93	-0.01	-0.09	1.24	31.39	1.54	0.08	0.02
4.98	-0.00	-0.08	1.32	30.55	1.54	0.08	0.02
5.03	0.00	-0.06	1.39	30.51	1.54	0.08	0.02
5.08	0.00	-0.05	1.47	30.54	1.41	0.07	0.02
5.13	0.00	-0.03	1.54	30.06	1.48	0.07	0.02
5.18	0.00	-0.02	1.62	30.55	1.54	0.08	0.02
5.23	0.00	-0.00	1.70	31.46	1.68	0.08	0.02
5.28	-0.00	0.01	1.78	31.50	1.54	0.08	0.02
5.33	-0.00	0.03	1.86	30.98	1.61	0.08	0.02
5.39	-0.01	0.04	1.94	30.55	1.54	0.08	0.02
5.44	-0.02	0.06	2.01	30.53	1.54	0.08	0.02
5.49	-0.02	0.07	2.09	30.08	1.48	0.07	0.02
5.54	-0.03	0.08	2.16	30.05	1.48	0.07	0.02
5.59	-0.04	0.09	2.24	31.01	1.48	0.07	0.02
5.64	-0.05	0.11	2.32	31.94	1.61	0.08	0.02
5.69	-0.06	0.12	2.40	31.02	1.61	0.08	0.02
5.74	-0.07	0.13	2.48	31.00	1.61	0.08	0.02
5.79	-0.09	0.14	2.56	31.50	1.54	0.08	0.02
5.84	-0.10	0.14	2.63	30.53	1.41	0.07	0.02
5.89	-0.11	0.15	2.69	30.09	1.34	0.07	0.02
5.94	-0.13	0.16	2.76	30.06	1.34	0.07	0.02
5.99	-0.14	0.16	2.83	30.55	1.41	0.07	0.02
6.04	-0.16	0.17	2.92	31.93	1.74	0.09	0.02
6.09	-0.17	0.17	3.01	32.89	1.88	0.09	0.02
6.14	-0.19	0.17	3.10	32.40	1.68	0.08	0.02
6.19	-0.20	0.17	-3.11	31.03	1.48	0.07	0.02
6.24	-0.22	0.17	-3.03	30.53	1.54	0.08	0.02
6.29	-0.23	0.17	-2.96	30.55	1.54	0.08	0.02
6.34	-0.25	0.16	-2.88	30.98	1.48	0.07	0.02
6.39	-0.26	0.16	-2.80	30.54	1.54	0.08	0.02
6.44	-0.28	0.15	-2.73	31.46	1.54	0.08	0.02
6.49	-0.29	0.15	-2.65	30.55	1.54	0.08	0.02
6.54	-0.31	0.14	-2.58	30.06	1.48	0.07	0.02
6.59	-0.32	0.13	-2.50	31.01	1.61	0.08	0.02
6.64	-0.33	0.12	-2.42	31.47	1.54	0.08	0.02
6.69	-0.34	0.11	-2.34	30.56	1.54	0.08	0.02
6.74	-0.35	0.10	-2.26	30.53	1.54	0.08	0.02
6.79	-0.36	0.09	-2.19	31.03	1.48	0.07	0.02
6.84	-0.37	0.07	-2.11	30.53	1.54	0.08	0.02
6.89	-0.38	0.06	-2.03	31.02	1.61	0.08	0.02
6.94	-0.38	0.05	-1.96	30.96	1.47	0.07	0.02
6.99	-0.39	0.03	-1.88	29.61	1.54	0.08	0.01
7.04	-0.39	0.02	-1.81	30.99	1.48	0.07	0.02
7.09	-0.40	0.00	-1.72	31.95	1.61	0.08	0.02
7.14	-0.40	-0.01	-1.65	30.53	1.54	0.08	0.02
7.19	-0.40	-0.03	-1.57	30.55	1.54	0.08	0.02
7.24	-0.40	-0.04	-1.50	30.99	1.48	0.07	0.02
7.29	-0.40	-0.06	-1.41	31.03	1.61	0.08	0.02
7.34	-0.39	-0.07	-1.34	30.53	1.54	0.08	0.02
7.39	-0.39	-0.09	-1.26	31.48	1.54	0.08	0.02
7.44	-0.38	-0.10	-1.18	30.53	1.54	0.08	0.02
7.49	-0.38	-0.12	-1.11	30.56	1.54	0.08	0.02
7.54	-0.37	-0.13	-1.03	30.55	1.54	0.08	0.02
7.59	-0.36	-0.14	-0.95	30.54	1.54	0.08	0.02
7.64	-0.35	-0.16	-0.88	31.02	1.48	0.07	0.02
7.69	-0.34	-0.17	-0.80	30.51	1.54	0.08	0.02
7.74	-0.33	-0.18	-0.72	31.46	1.54	0.08	0.02
7.79	-0.32	-0.19	-0.64	30.55	1.54	0.08	0.02
7.84	-0.31	-0.20	-0.57	30.54	1.54	0.08	0.02
7.89	-0.29	-0.21	-0.49	31.48	1.54	0.08	0.02
7.94	-0.28	-0.21	-0.41	30.55	1.54	0.08	0.02
7.99	-0.26	-0.22	-0.33	30.56	1.54	0.08	0.02
8.04	-0.25	-0.22	-0.26	30.56	1.54	0.08	0.02
8.09	-0.23	-0.23	-0.18	31.01	1.48	0.07	0.02
8.14	-0.22	-0.23	-0.11	30.55	1.54	0.08	0.02
8.19	-0.20	-0.23	-0.03	30.55	1.54	0.08	0.02
8.24	-0.19	-0.23	0.04	27.60	1.31	0.07	0.01
8.29	-0.18	-0.23	0.05	14.09	0.27	0.01	0.01
8.35	-0.18	-0.23	0.05	8.44	-0.13	-0.01	0.00
8.40	-0.17	-0.23	0.05	8.46	0.00	0.00	0.00
8.45	-0.17	-0.23	0.05	9.39	0.00	0.00	0.00
8.50	-0.16	-0.23	0.04	9.87	-0.07	-0.00	0.00
8.55	-0.16	-0.23	0.04	9.39	0.00	0.00	0.00
8.60	-0.15	-0.23	0.04	9.87	-0.07	-0.00	0.00
8.65	-0.15	-0.23	0.04	9.86	0.07	0.00	0.00
8.70	-0.14	-0.23	0.04	9.40	0.00	0.00	0.00
8.75	-0.14	-0.23	0.04	10.33	0.00	0.00	0.01
8.80	-0.13	-0.23	0.04	9.86	-0.07	-0.00	0.00
8.85	-0.13	-0.23	0.04	9.39	0.00	0.00	0.00
8.90	-0.13	-0.23	0.04	9.39	0.00	0.00	0.00
8.95	-0.12	-0.23	0.04	10.32	0.00	0.00	0.01
9.00	-0.12	-0.23	0.04	9.86	0.07	0.00	0.00
9.05	-0.11	-0.23	0.04	9.86	-0.07	-0.00	0.00
9.10	-0.11	-0.22	0.04	9.39	0.00	0.00	0.00
9.15	-0.10	-0.22	0.05	10.32	0.13	0.01	0.01
9.20	-0.10	-0.22	0.04	9.87	-0.07	-0.00	0.00
9.25	-0.09	-0.22	0.04	9.40	0.00	0.00	0.00
9.30	-0.09	-0.22	0.04	9.81	-0.07	-0.00	0.00
9.35	-0.08	-0.22	0.04	9.87	0.07	0.00	0.00
9.40	-0.08	-0.22	0.05	9.87	0.07	0.00	0.00
9.45	-0.07	-0.22	0.04	9.86	-0.07	-0.00	0.00
9.50	-0.07	-0.22	0.04	9.86	-0.07	-0.00	0.00
9.55	-0.06	-0.22	0.04	9.36	0.00	0.00	0.00
9.60	-0.06	-0.22	0.04	9.86	0.07	0.00	0.00
