t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.42	0.00	0.00	0.01	0.47	0.20	0.01	0.00
0.47	-0.00	-0.00	0.03	-0.94	0.40	0.02	-0.00
0.52	-0.00	0.00	0.05	0.47	0.47	0.02	0.00
0.57	-0.00	0.00	0.07	0.00	0.40	0.02	0.00
0.62	0.00	0.00	0.10	0.47	0.47	0.02	0.00
0.67	0.00	-0.00	0.12	-0.47	0.47	0.02	-0.00
0.72	0.00	0.00	0.14	0.47	0.47	0.02	0.00
0.77	0.00	0.00	0.17	0.00	0.53	0.03	0.00
0.82	0.00	0.00	0.20	0.00	0.54	0.03	0.00
0.87	0.00	0.00	0.23	0.00	0.54	0.03	0.00
0.92	0.00	-0.00	0.25	-0.47	0.47	0.02	-0.00
0.97	0.00	-0.00	0.28	0.00	0.54	0.03	0.00
1.02	0.00	-0.00	0.30	0.00	0.54	0.03	0.00
1.07	0.00	0.00	0.33	0.47	0.47	0.02	0.00
1.12	0.00	0.00	0.35	0.00	0.54	0.03	0.00
1.17	0.00	-0.00	0.38	-0.47	0.47	0.02	-0.00
1.22	0.00	-0.00	0.40	0.00	0.54	0.03	0.00
1.27	-0.00	-0.00	0.43	-0.47	0.47	0.02	-0.00
1.32	-0.00	-0.00	0.45	0.00	0.54	0.03	0.00
1.37	0.00	-0.00	0.48	0.47	0.47	0.02	0.00
1.43	-0.00	-0.00	0.50	-0.47	0.47	0.02	-0.00
1.48	-0.00	-0.00	0.53	0.00	0.54	0.03	0.00
1.53	-0.00	-0.00	0.56	0.00	0.54	0.03	0.00
1.58	-0.00	-0.00	0.58	-0.47	0.47	0.02	-0.00
1.63	-0.00	-0.00	0.61	0.00	0.54	0.03	0.00
1.68	-0.00	-0.00	0.63	0.00	0.54	0.03	0.00
1.73	-0.00	-0.00	0.66	0.47	0.47	0.02	0.00
1.78	-0.00	-0.00	0.68	0.00	0.54	0.03	0.00
1.83	-0.00	-0.00	0.71	-0.47	0.47	0.02	-0.00
1.88	-0.00	-0.00	0.73	0.00	0.54	0.03	0.00
