t	x	y	th	v*100	w	dTh	dSi
0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.02	0.47	0.33	0.02	0.00
0.12	0.00	0.00	0.06	0.00	0.94	0.05	0.00
0.17	0.00	0.00	0.12	0.00	1.21	0.06	0.00
0.22	0.00	0.00	0.20	0.00	1.48	0.07	0.00
0.27	0.00	-0.00	0.28	-0.47	1.55	0.08	-0.00
0.32	0.00	-0.00	0.36	0.00	1.61	0.08	0.00
0.37	0.00	-0.00	0.44	0.00	1.61	0.08	0.00
0.42	0.00	0.00	0.52	0.47	1.54	0.08	0.00
0.47	0.00	0.00	0.60	0.00	1.61	0.08	0.00
0.52	0.00	0.00	0.67	0.47	1.54	0.08	0.00
0.57	0.00	0.00	0.75	0.00	1.48	0.07	0.00
0.62	0.00	0.00	0.82	0.00	1.48	0.07	0.00
0.67	0.00	0.00	0.90	0.00	1.61	0.08	0.00
0.72	0.00	0.00	0.98	0.47	1.54	0.08	0.00
0.77	0.00	0.00	1.06	0.00	1.61	0.08	0.00
0.82	0.00	0.00	1.14	0.00	1.61	0.08	0.00
0.87	0.00	0.00	1.22	0.00	1.48	0.07	0.00
0.92	0.00	0.00	1.30	0.00	1.61	0.08	0.00
0.97	0.00	0.00	1.37	-0.47	1.54	0.08	-0.00
1.02	0.00	0.00	1.45	0.00	1.48	0.07	0.00
1.07	0.00	0.00	1.52	0.00	1.48	0.07	0.00
1.12	0.00	-0.00	1.60	-0.47	1.54	0.08	-0.00
1.17	0.00	0.00	1.65	1.88	1.07	0.05	0.00
1.22	0.00	0.00	1.67	6.11	0.34	0.02	0.00
1.27	-0.00	0.01	1.66	6.58	-0.13	-0.01	0.00
1.32	-0.00	0.01	1.65	7.52	-0.27	-0.01	0.00
1.37	-0.00	0.02	1.63	9.86	-0.34	-0.02	0.00
1.42	-0.00	0.02	1.61	8.93	-0.47	-0.02	0.00
1.47	-0.00	0.03	1.58	9.39	-0.54	-0.03	0.00
1.52	-0.00	0.03	1.56	10.34	-0.40	-0.02	0.01
1.57	-0.00	0.04	1.54	9.86	-0.47	-0.02	0.00
1.62	-0.00	0.04	1.51	9.40	-0.54	-0.03	0.00
1.67	-0.00	0.05	1.49	10.80	-0.47	-0.02	0.01
1.72	-0.00	0.05	1.46	9.87	-0.47	-0.02	0.00
1.77	0.00	0.06	1.44	9.86	-0.47	-0.02	0.00
1.82	0.00	0.06	1.42	9.87	-0.47	-0.02	0.00
1.87	0.00	0.06	1.40	9.40	-0.40	-0.02	0.00
1.92	0.00	0.07	1.37	9.40	-0.54	-0.03	0.00
1.97	0.00	0.07	1.35	9.87	-0.47	-0.02	0.00
2.02	0.01	0.08	1.32	9.87	-0.47	-0.02	0.00
2.07	0.01	0.08	1.30	9.87	-0.47	-0.02	0.00
2.12	0.01	0.09	1.27	9.87	-0.60	-0.03	0.00
2.17	0.01	0.09	1.24	10.34	-0.54	-0.03	0.01
2.22	0.01	0.10	1.22	9.87	-0.47	-0.02	0.00
2.27	0.01	0.10	1.19	10.34	-0.54	-0.03	0.01
2.32	0.01	0.11	1.17	9.40	-0.40	-0.02	0.00
2.37	0.02	0.11	1.14	9.87	-0.60	-0.03	0.00
2.42	0.02	0.12	1.12	9.87	-0.47	-0.02	0.00
2.47	0.02	0.12	1.09	9.87	-0.47	-0.02	0.00
2.52	0.02	0.13	1.07	9.87	-0.47	-0.02	0.00
2.57	0.03	0.13	1.04	10.34	-0.54	-0.03	0.01
2.62	0.03	0.13	1.02	8.93	-0.47	-0.02	0.00
2.67	0.03	0.14	1.00	10.81	-0.47	-0.02	0.01
2.72	0.03	0.14	0.97	9.40	-0.54	-0.03	0.00
2.77	0.04	0.15	0.95	9.87	-0.47	-0.02	0.00
2.82	0.04	0.15	0.92	9.87	-0.47	-0.02	0.00
2.87	0.04	0.15	0.90	10.33	-0.54	-0.03	0.01
2.92	0.05	0.16	0.87	9.87	-0.47	-0.02	0.00
2.97	0.05	0.16	0.85	9.40	-0.54	-0.03	0.00
3.02	0.05	0.17	0.82	9.87	-0.47	-0.02	0.00
3.07	0.06	0.17	0.80	9.87	-0.47	-0.02	0.00
3.12	0.06	0.17	0.78	9.40	-0.40	-0.02	0.00
3.17	0.06	0.18	0.75	9.87	-0.47	-0.02	0.00
3.22	0.07	0.18	0.73	8.93	-0.47	-0.02	0.00
3.27	0.07	0.18	0.71	10.34	-0.40	-0.02	0.01
3.32	0.07	0.19	0.68	9.87	-0.60	-0.03	0.00
3.37	0.08	0.19	0.66	9.87	-0.47	-0.02	0.00
3.42	0.08	0.19	0.63	9.87	-0.60	-0.03	0.00
3.47	0.09	0.19	0.60	9.87	-0.47	-0.02	0.00
3.52	0.09	0.20	0.57	9.87	-0.60	-0.03	0.00
3.57	0.09	0.20	0.55	10.81	-0.47	-0.02	0.01
3.62	0.10	0.20	0.52	9.40	-0.54	-0.03	0.00
3.67	0.10	0.20	0.50	9.40	-0.40	-0.02	0.00
3.72	0.11	0.21	0.48	9.40	-0.54	-0.03	0.00
3.78	0.11	0.21	0.45	9.87	-0.47	-0.02	0.00
3.83	0.12	0.21	0.43	9.40	-0.54	-0.03	0.00
3.88	0.12	0.21	0.40	9.87	-0.47	-0.02	0.00
3.93	0.12	0.21	0.38	9.87	-0.47	-0.02	0.00
3.98	0.13	0.22	0.35	9.40	-0.54	-0.03	0.00
4.03	0.13	0.22	0.33	9.87	-0.47	-0.02	0.00
4.08	0.14	0.22	0.30	9.87	-0.47	-0.02	0.00
4.13	0.14	0.22	0.28	9.38	-0.54	-0.03	0.00
4.18	0.15	0.22	0.25	10.81	-0.47	-0.02	0.01
4.23	0.15	0.22	0.23	9.40	-0.54	-0.03	0.00
4.28	0.16	0.22	0.20	9.87	-0.47	-0.02	0.00
4.33	0.16	0.23	0.18	9.87	-0.47	-0.02	0.00
4.38	0.17	0.23	0.16	9.87	-0.47	-0.02	0.00
4.43	0.17	0.23	0.14	9.40	-0.40	-0.02	0.00
4.48	0.18	0.23	0.11	8.93	-0.47	-0.02	0.00
4.53	0.18	0.23	0.09	9.86	-0.47	-0.02	0.00
4.58	0.19	0.23	0.07	9.85	-0.47	-0.02	0.00
4.63	0.19	0.23	0.06	9.85	-0.20	-0.01	0.00
4.68	0.20	0.23	0.05	10.80	-0.07	-0.00	0.01
4.73	0.20	0.23	0.05	9.84	-0.07	-0.00	0.00
4.78	0.21	0.23	0.05	9.39	0.00	0.00	0.00
4.83	0.21	0.23	0.05	9.40	0.00	0.00	0.00
4.88	0.22	0.23	0.05	9.87	-0.07	-0.00	0.00
4.93	0.22	0.23	0.05	9.87	0.07	0.00	0.00
4.98	0.23	0.23	0.05	9.86	0.07	0.00	0.00
5.03	0.23	0.23	0.05	9.86	-0.07	-0.00	0.00
5.08	0.24	0.23	0.05	10.34	0.00	0.00	0.01
5.13	0.24	0.23	0.05	9.87	0.07	0.00	0.00
5.18	0.25	0.23	0.05	9.86	-0.07	-0.00	0.00
5.23	0.25	0.23	0.05	9.87	0.07	0.00	0.00
5.28	0.26	0.23	0.05	10.33	0.00	0.00	0.01
5.33	0.26	0.23	0.05	9.86	-0.07	-0.00	0.00
5.38	0.27	0.23	0.05	9.87	0.07	0.00	0.00
5.43	0.27	0.23	0.06	9.87	0.07	0.00	0.00
5.48	0.27	0.23	0.06	9.38	0.00	0.00	0.00
5.53	0.28	0.23	0.06	9.86	0.07	0.00	0.00
5.58	0.28	0.23	0.06	9.40	0.00	0.00	0.00
5.63	0.29	0.23	0.06	9.87	-0.07	-0.00	0.00
5.68	0.29	0.23	0.06	9.40	0.00	0.00	0.00
5.73	0.30	0.23	0.05	9.86	-0.07	-0.00	0.00
5.78	0.30	0.23	0.05	10.33	0.00	0.00	0.01
5.83	0.31	0.23	0.05	9.86	-0.07	-0.00	0.00
5.88	0.31	0.24	0.05	9.40	0.00	0.00	0.00
5.93	0.32	0.24	0.05	9.40	0.00	0.00	0.00
5.98	0.32	0.24	0.05	9.79	0.07	0.00	0.00
6.03	0.33	0.24	0.05	9.87	-0.07	-0.00	0.00
6.08	0.33	0.24	0.05	9.87	0.07	0.00	0.00
6.13	0.34	0.24	0.05	9.40	0.00	0.00	0.00
6.18	0.34	0.24	0.05	7.99	-0.07	-0.00	0.00
6.23	0.35	0.24	0.05	10.80	0.07	0.00	0.01
6.28	0.35	0.24	0.05	10.33	0.00	0.00	0.01
6.33	0.36	0.24	0.05	10.33	0.00	0.00	0.01
