t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.02	0.00	0.40	0.02	0.00
0.12	0.00	0.00	0.07	0.00	1.07	0.05	0.00
0.17	0.00	0.00	0.14	0.47	1.28	0.06	0.00
0.22	0.00	0.00	0.21	0.47	1.41	0.07	0.00
0.27	0.00	0.00	0.29	-0.47	1.55	0.08	-0.00
0.32	-0.00	-0.00	0.37	-0.94	1.61	0.08	-0.00
0.37	0.00	-0.00	0.44	0.47	1.55	0.08	0.00
0.42	0.00	-0.00	0.52	0.00	1.48	0.07	0.00
0.47	0.00	0.00	0.60	0.47	1.55	0.08	0.00
0.52	0.00	-0.00	0.67	-0.47	1.55	0.08	-0.00
0.57	0.00	-0.00	0.75	0.00	1.48	0.07	0.00
0.62	0.00	-0.00	0.82	0.00	1.48	0.07	0.00
0.67	-0.00	-0.00	0.90	-0.47	1.54	0.08	-0.00
0.72	-0.00	-0.00	0.98	0.00	1.61	0.08	0.00
0.77	-0.00	-0.00	1.06	0.47	1.54	0.08	0.00
0.82	-0.00	-0.00	1.14	0.00	1.61	0.08	0.00
0.87	-0.00	-0.00	1.22	0.00	1.61	0.08	0.00
0.92	0.00	0.00	1.30	0.47	1.54	0.08	0.00
0.97	0.00	-0.00	1.37	-0.47	1.54	0.08	-0.00
1.02	0.00	-0.00	1.45	0.00	1.61	0.08	0.00
1.07	0.00	-0.00	1.53	0.00	1.48	0.07	0.00
1.12	0.00	0.00	1.61	0.47	1.54	0.08	0.00
1.17	-0.00	0.00	1.66	2.35	1.01	0.05	0.00
1.22	-0.00	0.00	1.66	6.58	0.13	0.01	0.00
1.27	-0.00	0.01	1.65	7.98	-0.20	-0.01	0.00
1.32	-0.00	0.01	1.64	8.45	-0.27	-0.01	0.00
1.37	-0.00	0.02	1.62	9.39	-0.40	-0.02	0.00
1.42	-0.00	0.02	1.60	9.87	-0.47	-0.02	0.00
1.47	-0.00	0.03	1.58	9.39	-0.40	-0.02	0.00
1.52	-0.00	0.03	1.55	9.87	-0.47	-0.02	0.00
1.57	-0.00	0.04	1.53	9.86	-0.47	-0.02	0.00
1.62	-0.00	0.04	1.50	9.39	-0.54	-0.03	0.00
1.67	-0.00	0.05	1.48	9.87	-0.47	-0.02	0.00
1.72	-0.00	0.05	1.45	9.40	-0.54	-0.03	0.00
1.77	0.00	0.06	1.42	10.34	-0.54	-0.03	0.01
1.82	0.00	0.06	1.40	9.87	-0.47	-0.02	0.00
1.87	0.00	0.07	1.38	8.93	-0.47	-0.02	0.00
1.92	0.00	0.07	1.35	9.87	-0.47	-0.02	0.00
1.97	0.00	0.08	1.33	9.87	-0.47	-0.02	0.00
2.02	0.01	0.08	1.30	9.87	-0.60	-0.03	0.00
2.07	0.01	0.09	1.27	10.34	-0.54	-0.03	0.01
2.12	0.01	0.09	1.25	9.40	-0.54	-0.03	0.00
2.17	0.01	0.09	1.22	9.87	-0.47	-0.02	0.00
2.22	0.01	0.10	1.20	9.87	-0.47	-0.02	0.00
2.27	0.01	0.10	1.17	8.93	-0.47	-0.02	0.00
2.32	0.02	0.11	1.15	9.87	-0.47	-0.02	0.00
2.37	0.02	0.11	1.12	9.39	-0.54	-0.03	0.00
2.42	0.02	0.12	1.10	10.34	-0.40	-0.02	0.01
2.47	0.02	0.12	1.08	9.40	-0.54	-0.03	0.00
2.52	0.02	0.13	1.05	9.87	-0.47	-0.02	0.00
2.57	0.03	0.13	1.03	10.35	-0.54	-0.03	0.01
2.62	0.03	0.13	1.00	10.33	-0.54	-0.03	0.01
2.67	0.03	0.14	0.98	9.86	-0.47	-0.02	0.00
2.72	0.04	0.14	0.95	9.39	-0.54	-0.03	0.00
2.77	0.04	0.15	0.93	9.87	-0.47	-0.02	0.00
2.83	0.04	0.15	0.90	9.88	-0.51	-0.03	0.01
2.88	0.04	0.15	0.88	9.87	-0.47	-0.02	0.00
2.93	0.05	0.16	0.85	9.39	-0.40	-0.02	0.00
2.98	0.05	0.16	0.83	8.93	-0.47	-0.02	0.00
3.03	0.05	0.16	0.81	10.81	-0.47	-0.02	0.01
3.08	0.06	0.17	0.78	9.40	-0.54	-0.03	0.00
3.13	0.06	0.17	0.76	9.87	-0.47	-0.02	0.00
3.18	0.06	0.18	0.73	9.87	-0.47	-0.02	0.00
3.23	0.07	0.18	0.71	9.86	-0.47	-0.02	0.00
3.28	0.07	0.18	0.69	9.86	-0.47	-0.02	0.00
3.33	0.08	0.18	0.66	9.87	-0.60	-0.03	0.00
3.38	0.08	0.19	0.63	9.88	-0.47	-0.02	0.00
3.43	0.08	0.19	0.61	10.34	-0.54	-0.03	0.01
3.48	0.09	0.19	0.58	9.41	-0.54	-0.03	0.00
3.53	0.09	0.20	0.56	9.88	-0.34	-0.02	0.00
3.58	0.10	0.20	0.54	9.41	-0.54	-0.03	0.00
3.63	0.10	0.20	0.51	9.88	-0.47	-0.02	0.00
3.68	0.10	0.20	0.49	9.87	-0.47	-0.02	0.00
3.73	0.11	0.21	0.46	9.87	-0.60	-0.03	0.00
3.78	0.11	0.21	0.43	9.87	-0.47	-0.02	0.00
3.83	0.12	0.21	0.41	10.35	-0.54	-0.03	0.01
3.88	0.12	0.21	0.39	8.94	-0.34	-0.02	0.00
3.93	0.13	0.21	0.36	10.82	-0.60	-0.03	0.01
3.98	0.13	0.22	0.34	9.88	-0.47	-0.02	0.00
4.03	0.14	0.22	0.31	9.87	-0.47	-0.02	0.00
4.08	0.14	0.22	0.29	9.40	-0.54	-0.03	0.00
4.13	0.15	0.22	0.26	9.88	-0.47	-0.02	0.00
4.18	0.15	0.22	0.24	9.41	-0.40	-0.02	0.00
4.23	0.16	0.22	0.22	9.40	-0.54	-0.03	0.00
4.28	0.16	0.22	0.19	10.34	-0.54	-0.03	0.01
4.33	0.17	0.22	0.17	9.85	-0.34	-0.02	0.00
4.38	0.17	0.22	0.16	9.39	-0.13	-0.01	0.00
4.43	0.17	0.23	0.16	9.86	-0.07	-0.00	0.00
4.48	0.18	0.23	0.16	9.39	0.00	0.00	0.00
4.53	0.18	0.23	0.16	9.87	-0.07	-0.00	0.00
4.58	0.19	0.23	0.16	9.39	0.00	0.00	0.00
4.63	0.19	0.23	0.16	9.39	0.00	0.00	0.00
4.68	0.20	0.23	0.15	9.86	-0.07	-0.00	0.00
4.73	0.20	0.23	0.15	10.33	0.00	0.00	0.01
4.78	0.21	0.23	0.15	9.40	0.00	0.00	0.00
4.83	0.21	0.23	0.15	9.39	0.00	0.00	0.00
4.88	0.22	0.23	0.16	9.86	0.07	0.00	0.00
4.93	0.22	0.23	0.16	9.39	0.00	0.00	0.00
4.98	0.23	0.23	0.16	9.40	0.00	0.00	0.00
5.03	0.23	0.23	0.16	10.33	0.00	0.00	0.01
5.08	0.24	0.24	0.16	9.86	0.07	0.00	0.00
5.13	0.24	0.24	0.16	9.40	0.00	0.00	0.00
5.18	0.25	0.24	0.16	9.87	-0.07	-0.00	0.00
5.23	0.25	0.24	0.16	10.77	0.07	0.00	0.01
5.28	0.26	0.24	0.16	9.87	-0.07	-0.00	0.00
5.33	0.26	0.24	0.16	10.30	0.00	0.00	0.01
5.38	0.27	0.24	0.16	10.33	0.00	0.00	0.01
5.43	0.27	0.24	0.15	9.87	-0.07	-0.00	0.00
5.48	0.28	0.24	0.16	9.86	0.07	0.00	0.00
5.53	0.28	0.24	0.16	9.40	0.00	0.00	0.00
5.58	0.29	0.24	0.16	9.86	0.07	0.00	0.00
5.64	0.29	0.24	0.16	9.39	0.00	0.00	0.00
5.69	0.30	0.24	0.16	10.30	0.00	0.00	0.01
5.74	0.30	0.25	0.16	9.38	0.00	0.00	0.00
5.79	0.31	0.25	0.16	10.34	0.00	0.00	0.01
5.84	0.31	0.25	0.16	9.84	-0.07	-0.00	0.00
5.89	0.32	0.25	0.16	10.33	0.13	0.01	0.01
5.94	0.32	0.25	0.16	9.85	-0.07	-0.00	0.00
5.99	0.33	0.25	0.16	9.39	0.00	0.00	0.00
6.04	0.33	0.25	0.17	9.40	0.13	0.01	0.00
6.09	0.33	0.25	0.17	9.39	0.00	0.00	0.00
6.14	0.34	0.25	0.17	9.40	0.00	0.00	0.00
6.19	0.34	0.25	0.16	9.86	-0.07	-0.00	0.00
6.24	0.35	0.25	0.17	9.87	0.07	0.00	0.00
6.29	0.35	0.25	0.16	9.87	-0.07	-0.00	0.00
6.34	0.36	0.25	0.16	9.39	0.00	0.00	0.00
6.39	0.36	0.26	0.16	10.33	-0.13	-0.01	0.01
6.44	0.37	0.26	0.16	9.39	0.00	0.00	0.00
6.49	0.37	0.26	0.16	10.34	0.00	0.00	0.01
6.54	0.38	0.26	0.16	9.39	0.00	0.00	0.00
6.59	0.38	0.26	0.15	9.86	-0.07	-0.00	0.00
6.64	0.39	0.26	0.16	9.84	0.07	0.00	0.00
6.69	0.39	0.26	0.16	9.40	0.00	0.00	0.00
6.74	0.40	0.26	0.16	9.40	0.00	0.00	0.00
6.79	0.40	0.26	0.16	9.87	0.07	0.00	0.00
6.84	0.41	0.26	0.16	9.87	0.07	0.00	0.00
6.89	0.41	0.26	0.16	9.87	-0.07	-0.00	0.00
6.94	0.42	0.26	0.16	9.87	-0.07	-0.00	0.00
6.99	0.42	0.27	0.16	10.34	0.00	0.00	0.01
7.04	0.43	0.27	0.16	9.87	0.07	0.00	0.00
7.09	0.43	0.27	0.16	9.86	-0.07	-0.00	0.00
7.14	0.44	0.27	0.16	9.87	0.07	0.00	0.00
7.19	0.44	0.27	0.15	10.34	-0.13	-0.01	0.01
7.24	0.45	0.27	0.16	9.87	0.07	0.00	0.00
