t	x	y	th	v*100	w	dTh	dSi
t	x	y	th	v*100	w	dTh	dSi
0.01	-0.00	-0.00	0.00	-1.66	0.24	0.00	-0.00
0.02	-0.00	0.00	0.01	2.35	0.34	0.00	0.00
0.03	-0.00	0.00	0.01	0.00	0.00	0.00	0.00
0.04	-0.00	0.00	0.01	0.00	0.00	0.00	0.00
0.05	-0.00	0.00	0.01	0.00	0.76	0.01	0.00
0.06	-0.00	0.00	0.02	0.00	0.86	0.01	0.00
0.07	-0.00	0.00	0.03	0.00	0.80	0.01	0.00
0.07	-0.00	0.00	0.03	0.00	0.87	0.01	0.00
0.08	-0.00	0.00	0.04	0.00	0.88	0.01	0.00
0.09	-0.00	-0.00	0.05	-3.04	1.30	0.01	-0.00
0.10	-0.00	0.00	0.06	3.08	1.32	0.01	0.00
0.10	-0.00	-0.00	0.06	-3.07	0.44	0.00	-0.00
0.11	-0.00	-0.00	0.08	0.00	1.73	0.01	0.00
0.12	-0.00	-0.00	0.09	0.00	1.08	0.01	0.00
0.13	-0.00	0.00	0.10	3.04	1.30	0.01	0.00
0.14	-0.00	-0.00	0.11	-3.07	1.31	0.01	-0.00
0.15	-0.00	-0.00	0.12	0.00	0.88	0.01	0.00
0.16	-0.00	-0.00	0.13	0.00	1.75	0.01	0.00
0.16	-0.00	-0.00	0.14	0.00	1.78	0.01	0.00
0.17	-0.00	0.00	0.15	3.39	1.45	0.01	0.00
0.18	-0.00	-0.00	0.16	-3.45	1.48	0.01	-0.00
0.18	-0.00	0.00	0.18	3.40	1.46	0.01	0.00
0.19	-0.00	-0.00	0.19	-3.44	1.47	0.01	-0.00
0.20	-0.00	-0.00	0.20	0.00	1.97	0.01	0.00
0.20	-0.00	0.00	0.21	3.37	1.45	0.01	0.00
0.21	-0.00	0.00	0.22	0.00	1.96	0.01	0.00
0.22	0.00	0.00	0.23	3.36	1.44	0.01	0.00
0.23	-0.00	0.00	0.24	-3.43	1.47	0.01	-0.00
0.23	-0.00	0.00	0.26	0.00	1.95	0.01	0.00
0.24	-0.00	0.00	0.26	0.00	0.90	0.01	0.00
0.25	-0.00	0.00	0.28	0.00	1.93	0.01	0.00
0.25	0.00	0.00	0.29	3.37	1.45	0.01	0.00
0.26	0.00	0.00	0.30	0.00	1.80	0.01	0.00
0.27	0.00	0.00	0.31	0.00	1.96	0.01	0.00
0.27	0.00	0.00	0.32	0.00	0.97	0.01	0.00
0.28	0.00	0.00	0.33	0.00	1.84	0.01	0.00
0.29	0.00	0.00	0.35	0.00	1.93	0.01	0.00
0.30	0.00	0.00	0.35	0.00	0.98	0.01	0.00
0.30	0.00	0.00	0.37	0.00	1.94	0.01	0.00
