t	x	y	th	v*100	w	dTh	dSi
t	x	y	th	v*100	w	dTh	dSi
0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.06	0.00	0.00	0.02	0.00	0.40	0.02	0.00
0.11	0.00	0.00	0.07	0.00	1.07	0.05	0.00
0.16	0.00	0.00	0.13	0.94	1.21	0.06	0.00
0.22	0.00	0.00	0.22	0.00	1.61	0.08	0.00
0.27	0.00	0.00	0.29	0.00	1.48	0.07	0.00
0.32	0.00	0.00	0.37	0.47	1.54	0.08	0.00
0.37	0.00	0.00	0.44	-0.47	1.54	0.08	-0.00
0.42	0.00	0.00	0.52	0.00	1.48	0.07	0.00
0.47	0.00	0.00	0.59	0.00	1.48	0.07	0.00
0.52	0.00	-0.00	0.67	-0.47	1.54	0.08	-0.00
0.57	0.00	-0.00	0.74	0.00	1.48	0.07	0.00
0.62	0.00	-0.00	0.82	0.00	1.61	0.08	0.00
0.67	0.00	-0.00	0.90	0.00	1.48	0.07	0.00
0.72	0.00	-0.00	0.98	-0.47	1.54	0.08	-0.00
0.77	0.00	-0.00	1.06	0.00	1.61	0.08	0.00
0.82	0.00	-0.00	1.13	0.47	1.54	0.08	0.00
0.87	0.00	-0.00	1.21	0.00	1.48	0.07	0.00
0.92	0.00	-0.00	1.29	-0.47	1.54	0.08	-0.00
0.97	0.00	-0.00	1.37	0.00	1.61	0.08	0.00
1.02	0.00	-0.00	1.44	0.00	1.48	0.07	0.00
1.07	0.00	-0.00	1.51	0.00	1.48	0.07	0.00
1.12	0.00	-0.00	1.60	0.00	1.61	0.08	0.00
1.17	0.00	0.00	1.65	2.35	1.14	0.06	0.00
1.22	-0.00	0.00	1.66	7.05	0.20	0.01	0.00
1.27	-0.00	0.01	1.65	7.49	-0.27	-0.01	0.00
1.32	-0.00	0.01	1.64	8.93	-0.20	-0.01	0.00
1.37	-0.00	0.02	1.62	8.93	-0.47	-0.02	0.00
1.42	-0.00	0.02	1.60	9.40	-0.40	-0.02	0.00
1.47	-0.00	0.03	1.57	9.87	-0.47	-0.02	0.00
1.52	-0.00	0.03	1.55	9.40	-0.40	-0.02	0.00
1.57	-0.00	0.04	1.52	10.34	-0.54	-0.03	0.01
1.62	-0.00	0.04	1.50	9.87	-0.47	-0.02	0.00
1.67	-0.00	0.05	1.48	9.40	-0.40	-0.02	0.00
1.72	0.00	0.05	1.45	9.87	-0.60	-0.03	0.00
1.77	0.00	0.06	1.42	10.34	-0.54	-0.03	0.01
1.82	0.00	0.06	1.40	10.33	-0.54	-0.03	0.01
1.87	0.00	0.07	1.37	9.87	-0.47	-0.02	0.00
1.92	0.00	0.07	1.35	9.86	-0.47	-0.02	0.00
1.97	0.00	0.08	1.33	9.87	-0.47	-0.02	0.00
2.02	0.01	0.08	1.30	9.86	-0.47	-0.02	0.00
2.07	0.01	0.09	1.28	9.40	-0.54	-0.03	0.00
2.12	0.01	0.09	1.25	9.86	-0.47	-0.02	0.00
2.17	0.01	0.09	1.23	9.87	-0.47	-0.02	0.00
2.22	0.01	0.10	1.21	8.92	-0.47	-0.02	0.00
2.27	0.01	0.10	1.17	9.87	-0.60	-0.03	0.00
2.32	0.02	0.11	1.15	9.86	-0.47	-0.02	0.00
2.37	0.02	0.11	1.12	10.34	-0.54	-0.03	0.01
2.42	0.02	0.12	1.10	9.86	-0.47	-0.02	0.00
2.47	0.02	0.12	1.08	9.87	-0.47	-0.02	0.00
2.52	0.02	0.13	1.05	8.92	-0.47	-0.02	0.00
2.57	0.03	0.13	1.02	9.87	-0.60	-0.03	0.00
