t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	-0.00	-0.00	0.00	-0.47	0.07	0.00	-0.00
0.41	-0.00	-0.00	0.01	-0.47	0.07	0.00	-0.00
0.46	-0.00	-0.00	0.02	-0.94	0.27	0.01	-0.00
0.51	-0.00	-0.00	0.04	0.47	0.34	0.02	0.00
0.56	-0.00	0.00	0.05	0.94	0.27	0.01	0.00
0.61	-0.00	0.00	0.06	0.00	0.27	0.01	0.00
0.66	-0.00	0.00	0.08	0.00	0.27	0.01	0.00
0.71	-0.00	0.00	0.09	0.00	0.27	0.01	0.00
0.76	-0.00	0.00	0.11	0.47	0.34	0.02	0.00
0.81	-0.00	0.00	0.13	0.00	0.40	0.02	0.00
0.87	-0.00	0.00	0.14	-0.47	0.34	0.02	-0.00
0.92	-0.00	0.00	0.16	0.47	0.34	0.02	0.00
0.97	0.00	0.00	0.18	0.47	0.34	0.02	0.00
1.02	-0.00	0.00	0.20	-0.47	0.33	0.02	-0.00
1.07	0.00	0.00	0.21	0.47	0.34	0.02	0.00
1.12	-0.00	-0.00	0.23	-0.94	0.27	0.01	-0.00
1.17	-0.00	0.00	0.24	0.47	0.34	0.02	0.00
1.22	-0.00	0.00	0.26	0.00	0.40	0.02	0.00
1.27	-0.00	-0.00	0.28	-0.47	0.34	0.02	-0.00
1.32	-0.00	0.00	0.30	0.47	0.34	0.02	0.00
1.37	0.00	0.00	0.31	0.47	0.34	0.02	0.00
1.42	-0.00	0.00	0.33	-0.47	0.34	0.02	-0.00
1.47	-0.00	0.00	0.35	0.00	0.40	0.02	0.00
1.52	0.00	0.00	0.37	0.47	0.33	0.02	0.00
1.57	0.00	0.00	0.38	0.00	0.27	0.01	0.00
1.62	0.00	0.00	0.40	0.00	0.40	0.02	0.00
1.67	0.00	0.00	0.42	-0.47	0.33	0.02	-0.00
1.72	0.00	0.00	0.43	0.47	0.34	0.02	0.00
1.77	0.00	0.00	0.45	-0.47	0.34	0.02	-0.00
1.82	0.00	0.00	0.47	0.00	0.40	0.02	0.00
1.87	0.00	0.00	0.49	0.47	0.34	0.02	0.00
1.92	0.00	0.00	0.50	0.00	0.27	0.01	0.00
1.97	0.00	0.00	0.52	-0.47	0.34	0.02	-0.00
2.02	0.00	0.00	0.54	0.00	0.40	0.02	0.00
2.07	0.00	0.00	0.55	0.00	0.27	0.01	0.00
2.12	0.00	0.00	0.57	0.47	0.34	0.02	0.00
2.17	0.00	0.00	0.59	-0.47	0.34	0.02	-0.00
2.22	-0.00	-0.00	0.60	-0.47	0.33	0.02	-0.00
2.27	0.00	0.00	0.62	0.47	0.34	0.02	0.00
2.32	0.00	0.00	0.64	0.00	0.40	0.02	0.00
2.37	0.00	0.00	0.66	0.47	0.34	0.02	0.00
2.42	0.00	0.00	0.68	0.00	0.40	0.02	0.00
2.47	0.00	0.00	0.69	0.00	0.27	0.01	0.00
2.52	0.00	0.00	0.71	-0.47	0.33	0.02	-0.00
2.57	0.00	0.00	0.73	0.00	0.40	0.02	0.00
2.62	0.00	0.00	0.74	0.47	0.34	0.02	0.00
2.67	0.00	0.00	0.76	-0.47	0.34	0.02	-0.00
2.72	0.00	0.00	0.77	0.00	0.27	0.01	0.00
2.77	0.00	0.00	0.79	0.00	0.40	0.02	0.00
2.82	0.00	0.00	0.80	3.29	0.20	0.01	0.00
2.87	0.01	0.01	0.80	13.15	0.00	0.00	0.01
2.92	0.01	0.01	0.79	17.36	-0.20	-0.01	0.01
2.97	0.02	0.02	0.78	21.08	-0.20	-0.01	0.01
3.02	0.03	0.03	0.77	22.06	-0.34	-0.02	0.01
3.07	0.03	0.03	0.74	21.11	-0.47	-0.02	0.01
3.12	0.04	0.04	0.72	21.10	-0.47	-0.02	0.01
3.17	0.05	0.05	0.70	20.17	-0.47	-0.02	0.01
3.23	0.06	0.05	0.67	19.11	-0.47	-0.02	0.01
3.28	0.07	0.06	0.65	19.73	-0.40	-0.02	0.01
3.33	0.07	0.07	0.63	20.19	-0.47	-0.02	0.01
3.38	0.08	0.07	0.62	19.25	-0.20	-0.01	0.01
3.43	0.09	0.08	0.61	19.72	-0.27	-0.01	0.01
3.48	0.10	0.08	0.60	20.19	-0.07	-0.00	0.01
3.53	0.11	0.09	0.60	19.73	-0.13	-0.01	0.01
3.58	0.11	0.09	0.59	19.26	-0.07	-0.00	0.01
3.63	0.12	0.10	0.59	19.72	-0.13	-0.01	0.01
3.68	0.13	0.11	0.58	19.25	-0.20	-0.01	0.01
3.73	0.14	0.11	0.57	19.26	-0.07	-0.00	0.01
3.78	0.15	0.12	0.57	19.25	-0.07	-0.00	0.01
3.83	0.15	0.12	0.57	18.78	0.00	0.00	0.01
3.88	0.16	0.13	0.57	18.78	0.00	0.00	0.01
3.93	0.17	0.13	0.57	18.79	0.00	0.00	0.01
3.98	0.18	0.14	0.57	18.79	0.00	0.00	0.01
4.03	0.19	0.14	0.57	18.32	0.07	0.00	0.01
4.08	0.19	0.15	0.57	18.30	-0.07	-0.00	0.01
4.13	0.20	0.15	0.57	17.85	0.00	0.00	0.01
4.18	0.21	0.16	0.57	17.84	0.00	0.00	0.01
4.23	0.22	0.16	0.57	17.83	0.00	0.00	0.01
