t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	1.33	0.00	6.27	1.33	0.00
0.26	-0.00	-0.00	1.35	-0.45	0.32	0.02	-0.00
0.31	-0.00	-0.00	1.37	0.00	0.40	0.02	0.00
0.36	-0.00	0.00	1.39	0.47	0.34	0.02	0.00
0.42	-0.00	-0.00	1.40	-0.47	0.34	0.02	-0.00
0.47	-0.00	-0.00	1.42	0.00	0.27	0.01	0.00
0.52	-0.00	-0.00	1.43	-0.47	0.34	0.02	-0.00
0.57	-0.00	-0.00	1.45	0.47	0.34	0.02	0.00
0.62	-0.00	-0.00	1.46	0.00	0.27	0.01	0.00
0.67	-0.00	0.00	1.48	0.47	0.34	0.02	0.00
0.72	-0.00	-0.00	1.50	-0.47	0.34	0.02	-0.00
0.77	-0.00	-0.00	1.52	0.00	0.40	0.02	0.00
0.82	-0.00	0.00	1.53	0.47	0.33	0.02	0.00
0.87	-0.00	-0.00	1.55	-0.47	0.33	0.02	-0.00
0.92	-0.00	0.00	1.57	0.47	0.34	0.02	0.00
0.97	-0.00	0.00	1.58	0.00	0.27	0.01	0.00
1.02	-0.00	0.00	1.60	0.00	0.40	0.02	0.00
1.07	-0.00	0.00	1.62	0.00	0.27	0.01	0.00
1.12	-0.00	0.00	1.64	0.00	0.40	0.02	0.00
1.17	-0.00	0.00	1.65	0.47	0.34	0.02	0.00
1.22	-0.00	0.00	1.67	-0.47	0.34	0.02	-0.00
1.27	-0.00	0.00	1.69	0.47	0.34	0.02	0.00
1.32	-0.00	0.00	1.70	-0.47	0.34	0.02	-0.00
1.37	-0.00	0.00	1.72	0.47	0.34	0.02	0.00
1.42	-0.00	0.00	1.74	-0.47	0.34	0.02	-0.00
1.47	-0.00	0.00	1.75	0.00	0.27	0.01	0.00
1.52	-0.00	0.00	1.77	0.00	0.40	0.02	0.00
1.57	-0.00	0.00	1.79	0.47	0.34	0.02	0.00
1.62	-0.00	0.00	1.80	-0.47	0.34	0.02	-0.00
1.67	-0.00	0.00	1.82	0.00	0.27	0.01	0.00
1.72	-0.00	0.00	1.84	0.00	0.40	0.02	0.00
1.77	-0.00	0.00	1.85	0.00	0.27	0.01	0.00
1.82	-0.00	0.00	1.87	0.00	0.40	0.02	0.00
1.87	-0.00	0.00	1.88	0.00	0.27	0.01	0.00
1.92	-0.00	0.00	1.90	0.00	0.27	0.01	0.00
1.97	-0.00	0.00	1.92	0.00	0.40	0.02	0.00
2.02	-0.00	0.00	1.94	0.00	0.40	0.02	0.00
2.07	-0.00	0.00	1.95	0.00	0.27	0.01	0.00
2.12	-0.00	0.00	1.97	0.00	0.27	0.01	0.00
2.17	-0.00	0.00	1.99	0.47	0.47	0.02	0.00
2.22	-0.00	0.00	2.01	-0.47	0.34	0.02	-0.00
2.27	-0.00	0.00	2.02	0.00	0.27	0.01	0.00
2.32	-0.00	0.00	2.03	0.00	0.27	0.01	0.00
2.37	-0.00	0.00	2.05	0.00	0.40	0.02	0.00
2.42	-0.00	0.00	2.07	0.47	0.34	0.02	0.00
2.47	-0.00	0.00	2.09	-0.47	0.34	0.02	-0.00
2.52	-0.00	0.00	2.10	0.00	0.27	0.01	0.00
2.57	-0.00	0.00	2.12	0.47	0.47	0.02	0.00
2.62	-0.00	0.00	2.14	0.00	0.27	0.01	0.00
2.67	-0.00	0.00	2.15	-0.47	0.34	0.02	-0.00
