t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.02	0.47	0.47	0.02	0.00
0.12	0.00	0.00	0.08	0.00	1.07	0.05	0.00
0.17	0.00	0.00	0.14	0.00	1.34	0.07	0.00
0.22	0.00	0.00	0.22	0.47	1.55	0.08	0.00
0.27	0.00	-0.00	0.30	-0.47	1.55	0.08	-0.00
0.32	0.00	-0.00	0.38	-0.47	1.55	0.08	-0.00
0.37	-0.00	-0.00	0.45	-0.47	1.41	0.07	-0.00
0.42	0.00	-0.00	0.53	0.47	1.54	0.08	0.00
0.47	0.00	0.00	0.60	0.47	1.54	0.08	0.00
0.52	-0.00	-0.00	0.68	-0.94	1.48	0.07	-0.00
0.57	-0.00	-0.00	0.76	0.00	1.61	0.08	0.00
0.62	-0.00	-0.00	0.83	0.00	1.48	0.07	0.00
0.67	-0.00	-0.00	0.91	0.00	1.48	0.07	0.00
0.72	-0.00	-0.00	0.98	0.47	1.54	0.08	0.00
0.77	0.00	0.00	1.06	0.47	1.54	0.08	0.00
0.82	-0.00	-0.00	1.14	-0.47	1.54	0.08	-0.00
0.87	-0.00	-0.00	1.21	0.00	1.48	0.07	0.00
0.92	0.00	0.00	1.29	0.47	1.54	0.08	0.00
0.97	0.00	-0.00	1.37	-0.47	1.54	0.08	-0.00
1.02	0.00	-0.00	1.45	0.00	1.61	0.08	0.00
1.07	0.00	-0.00	1.52	0.00	1.48	0.07	0.00
1.12	0.00	-0.00	1.60	0.00	1.61	0.08	0.00
1.17	-0.00	0.00	1.65	2.82	0.94	0.05	0.00
1.22	-0.00	0.00	1.65	6.58	0.00	0.00	0.00
1.27	-0.00	0.01	1.63	7.99	-0.34	-0.02	0.00
1.32	-0.00	0.01	1.61	9.39	-0.40	-0.02	0.00
1.37	-0.00	0.02	1.60	9.87	-0.34	-0.02	0.00
1.42	-0.00	0.02	1.57	9.39	-0.54	-0.03	0.00
1.47	-0.00	0.03	1.54	9.87	-0.47	-0.02	0.00
1.52	-0.00	0.03	1.52	10.33	-0.54	-0.03	0.01
1.57	-0.00	0.04	1.50	9.40	-0.40	-0.02	0.00
1.62	-0.00	0.04	1.48	9.39	-0.40	-0.02	0.00
1.67	0.00	0.05	1.45	9.40	-0.54	-0.03	0.00
1.72	0.00	0.05	1.43	9.86	-0.47	-0.02	0.00
1.77	0.00	0.06	1.40	9.87	-0.47	-0.02	0.00
1.82	0.00	0.06	1.38	9.38	-0.54	-0.03	0.00
1.87	0.00	0.07	1.35	9.87	-0.47	-0.02	0.00
1.92	0.00	0.07	1.33	9.38	-0.54	-0.03	0.00
1.97	0.01	0.08	1.30	10.34	-0.54	-0.03	0.01
2.02	0.01	0.08	1.28	8.93	-0.47	-0.02	0.00
2.07	0.01	0.09	1.25	9.87	-0.47	-0.02	0.00
2.12	0.01	0.09	1.23	9.40	-0.54	-0.03	0.00
2.17	0.01	0.09	1.20	9.87	-0.47	-0.02	0.00
2.22	0.01	0.10	1.17	9.40	-0.54	-0.03	0.00
2.27	0.02	0.10	1.15	9.87	-0.47	-0.02	0.00
2.32	0.02	0.11	1.13	9.87	-0.47	-0.02	0.00
2.37	0.02	0.11	1.10	9.40	-0.54	-0.03	0.00
2.42	0.02	0.12	1.08	9.87	-0.47	-0.02	0.00
2.47	0.02	0.12	1.05	9.40	-0.54	-0.03	0.00
2.52	0.03	0.12	1.03	9.87	-0.47	-0.02	0.00
2.57	0.03	0.13	1.00	8.92	-0.47	-0.02	0.00
2.62	0.03	0.13	0.98	9.87	-0.47	-0.02	0.00
2.67	0.03	0.14	0.96	9.87	-0.47	-0.02	0.00
2.72	0.04	0.14	0.93	9.40	-0.54	-0.03	0.00
2.77	0.04	0.14	0.91	10.34	-0.40	-0.02	0.01
2.82	0.04	0.15	0.88	9.40	-0.54	-0.03	0.00
