t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.04	-0.00	-0.00	0.00	-2.40	0.33	0.00	-0.00
0.04	-0.00	0.00	0.01	2.61	0.36	0.00	0.00
0.05	-0.00	0.00	0.01	0.00	0.80	0.01	0.00
0.06	0.00	0.00	0.02	2.84	1.18	0.01	0.00
0.07	0.00	0.00	0.03	0.00	0.79	0.01	0.00
0.08	0.00	0.00	0.03	0.00	0.80	0.01	0.00
0.08	0.00	0.00	0.05	0.00	1.63	0.01	0.00
0.09	0.00	0.00	0.05	0.00	0.82	0.01	0.00
0.10	0.00	0.00	0.07	0.00	1.63	0.01	0.00
0.11	0.00	0.00	0.07	0.00	0.82	0.01	0.00
0.11	0.00	0.00	0.08	0.00	1.59	0.01	0.00
0.13	0.00	0.00	0.10	0.00	1.09	0.01	0.00
0.13	0.00	0.00	0.11	0.00	1.64	0.01	0.00
0.14	0.00	0.00	0.12	0.00	0.81	0.01	0.00
0.15	0.00	0.00	0.13	0.00	1.65	0.01	0.00
0.16	0.00	-0.00	0.14	-3.06	1.27	0.01	-0.00
0.16	0.00	0.00	0.15	3.29	1.36	0.01	0.00
0.17	0.00	0.00	0.16	0.00	1.75	0.01	0.00
0.18	0.00	-0.00	0.17	-3.26	1.35	0.01	-0.00
0.18	0.00	-0.00	0.18	0.00	1.83	0.01	0.00
0.19	-0.00	-0.00	0.19	-3.27	1.35	0.01	-0.00
0.20	0.00	-0.00	0.20	3.31	1.37	0.01	0.00
0.21	0.00	-0.00	0.21	0.00	1.81	0.01	0.00
0.21	0.00	-0.00	0.23	0.00	1.82	0.01	0.00
0.22	-0.00	-0.00	0.23	-3.30	1.37	0.01	-0.00
0.23	-0.00	-0.00	0.25	0.00	1.72	0.01	0.00
0.23	-0.00	-0.00	0.25	0.00	0.91	0.01	0.00
0.24	-0.00	-0.00	0.27	0.00	1.81	0.01	0.00
0.25	-0.00	-0.00	0.28	0.00	1.81	0.01	0.00
0.25	-0.00	-0.00	0.29	3.31	1.37	0.01	0.00
0.26	-0.00	-0.00	0.30	-3.25	1.35	0.01	-0.00
0.27	-0.00	-0.00	0.31	0.00	1.78	0.01	0.00
0.28	-0.00	-0.00	0.32	3.16	1.31	0.01	0.00
0.28	-0.00	-0.00	0.33	-3.30	1.36	0.01	-0.00
0.29	-0.00	-0.00	0.34	0.00	1.76	0.01	0.00
0.30	-0.00	-0.00	0.35	0.00	1.79	0.01	0.00
0.30	-0.00	-0.00	0.36	3.31	1.37	0.01	0.00
0.31	-0.00	-0.00	0.38	0.00	1.81	0.01	0.00
0.32	-0.00	-0.00	0.39	0.00	1.82	0.01	0.00
0.32	0.00	0.00	0.40	3.32	1.37	0.01	0.00
0.33	-0.00	-0.00	0.41	-3.24	1.34	0.01	-0.00
