t	x	y	th	v*100	w	dTh	dSi
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00
t	x	y	th	v*100	w	dTh	dSi
