t	x	y	th	v*100	w	dTh	dSi
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00
