t	x	y	th	v*100	w	dTh	dSi
t	x	y	th	v*100	w	dTh	dSi
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.07	0.00	0.00	0.02	0.47	0.47	0.02	0.00
0.12	0.00	0.00	0.08	0.00	1.07	0.05	0.00
0.17	0.00	0.00	0.14	0.00	1.34	0.07	0.00
0.22	0.00	0.00	0.23	0.00	1.61	0.08	0.00
0.27	0.00	0.00	0.30	0.00	1.48	0.07	0.00
0.32	0.00	0.00	0.37	0.00	1.48	0.07	0.00
0.37	0.00	0.00	0.45	0.00	1.48	0.07	0.00
0.42	0.00	0.00	0.52	0.00	1.48	0.07	0.00
0.47	0.00	0.00	0.59	0.00	1.34	0.07	0.00
0.52	0.00	0.00	0.67	0.00	1.61	0.08	0.00
0.57	0.00	0.00	0.74	0.00	1.48	0.07	0.00
0.62	0.00	0.00	0.82	0.00	1.48	0.07	0.00
0.67	0.00	0.00	0.89	0.00	1.48	0.07	0.00
0.72	0.00	0.00	0.97	0.00	1.48	0.07	0.00
0.77	0.00	0.00	1.05	0.00	1.61	0.08	0.00
0.82	0.00	0.00	1.12	0.47	1.41	0.07	0.00
0.87	0.00	-0.00	1.19	-0.47	1.54	0.08	-0.00
0.92	0.00	-0.00	1.28	0.00	1.61	0.08	0.00
0.97	0.00	-0.00	1.35	-0.47	1.54	0.08	-0.00
1.02	0.00	-0.00	1.43	0.00	1.48	0.07	0.00
1.07	0.00	0.00	1.50	0.47	1.54	0.08	0.00
1.12	0.00	0.00	1.58	0.00	1.48	0.07	0.00
1.17	0.00	0.00	1.65	0.00	1.48	0.07	0.00
1.22	-0.00	0.00	1.70	4.23	0.87	0.04	0.00
1.27	-0.00	0.01	1.70	7.05	0.07	0.00	0.00
1.32	-0.00	0.01	1.69	7.99	-0.20	-0.01	0.00
1.37	-0.00	0.01	1.67	8.46	-0.40	-0.02	0.00
1.42	-0.00	0.02	1.65	9.40	-0.40	-0.02	0.00
